DisplayImage,corrAns,ishihara_pics.thisRepN,ishihara_pics.thisTrialN,ishihara_pics.thisN,ishihara_pics.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,thisRow.t,notes,Settings.started,Settings.stopped,demographics.started,demographics.stopped,demographic_form.index,demographic_form.itemText,demographic_form.type,demographic_form.font,demographic_form.markerColor,demographic_form.response,demographic_form.rt,education.started,education.stopped,edu_form.index,edu_form.itemText,edu_form.type,edu_form.font,edu_form.markerColor,edu_form.response,edu_form.rt,Ishihara.started,Ishihara.stopped,ishihara_number.text,no_text_blocks_self_paced.started,no_text_blocks_self_paced.stopped,text_blocks_self_paced.started,colour,target,nback_response,nback_RT,duration,text_nr,trial_nr,block_nr,block_name,block_kind,word,global_onset_time,question,button_pressed,chosen_ans,ans_correct,block_nr_exp,n-back_level,text_blocks_self_paced.stopped,text_blocks_paced.started,text_blocks_paced.stopped,no_text_blocks_paced.started,no_text_blocks_paced.stopped,pseudotext.started,pseudotext.stopped,curr_0back_target,RT_per_letter_baseline,RT_per_letter_0back,RT_per_rect_1back_single,RT_per_letter_1bck,RT_per_rect_2back_single,RT_per_letter_2bck,participant,testing_mode,date,expName,psychopyVersion,expStart
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,True,hit,367.682933807373,776.335555105602,text_03,70,14,0back_dual_main_no_click,0,Orang-Utans,,,1,,,,,,,,,,,,#D292F3,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,709.17235458423,text_03,71,14,0back_dual_main_no_click,0,nicht,,,1,,,,,,,,,,,,#D292F3,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,666.715031876012,text_03,72,14,0back_dual_main_no_click,0,nur,,,1,,,,,,,,,,,,#D292F3,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,669.715031876012,text_03,73,14,0back_dual_main_no_click,0,vor,,,1,,,,,,,,,,,,#D292F3,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,672.715031876012,text_03,74,14,0back_dual_main_no_click,0,dem,,,1,,,,,,,,,,,,#D292F3,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,818.93560492595,text_03,75,14,0back_dual_main_no_click,0,"Herunterfallen,",,,1,,,,,,,,,,,,#D292F3,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,754.114327599767,text_03,76,14,0back_dual_main_no_click,0,sondern,,,1,,,,,,,,,,,,#D292F3,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,707.315268427185,text_03,77,14,0back_dual_main_no_click,0,auch,,,1,,,,,,,,,,,,#D292F3,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,684.715031876012,text_03,78,14,0back_dual_main_no_click,0,vor,,,1,,,,,,,,,,,,#D292F3,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,763.114327599767,text_03,79,14,0back_dual_main_no_click,0,Feinden,,,1,,,,,,,,,,,,#D292F3,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,690.715031876012,text_03,80,14,0back_dual_main_no_click,0,und,,,1,,,,,,,,,,,,#D292F3,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,800.854098030676,text_03,81,14,0back_dual_main_no_click,0,Parasiten.,,,1,,,,,,,,,,,,#D292F3,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,687.939726917865,text_03,82,14,0back_dual_main_no_click,0,So,,,1,,,,,,,,,,,,#D292F3,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,786.997011873631,text_03,83,14,0back_dual_main_no_click,0,schlafen,,,1,,,,,,,,,,,,#D292F3,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,702.715031876012,text_03,84,14,0back_dual_main_no_click,0,die,,,1,,,,,,,,,,,,#D292F3,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,792.997011873631,text_03,85,14,0back_dual_main_no_click,0,Primaten,,,1,,,,,,,,,,,,#D292F3,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,770.396775322458,text_03,86,14,0back_dual_main_no_click,0,sicher,,,1,,,,,,,,,,,,#D292F3,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,True,hit,519.405126571655,711.715031876012,text_03,87,14,0back_dual_main_no_click,0,und,,,1,,,,,,,,,,,,#D292F3,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,830.335555105602,text_03,88,14,0back_dual_main_no_click,0,komfortabel,,,1,,,,,,,,,,,,#D292F3,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,708.939726917865,text_03,89,14,0back_dual_main_no_click,0,in,,,1,,,,,,,,,,,,#D292F3,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,766.17235458423,text_03,90,14,0back_dual_main_no_click,0,ihren,,,1,,,,,,,,,,,,#D292F3,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,810.997011873631,text_03,91,14,0back_dual_main_no_click,0,Nestern.,,,1,,,,,,,,,,,,#D292F3,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text_03,,,0back_dual_main_no_click,,,1551.70791506767,Q1,1,a,True,15,0,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text_03,,,0back_dual_main_no_click,,,1555.86995005608,Q2,2,b,False,15,0,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text_03,,,0back_dual_main_no_click,,,1563.08161306381,Q3,2,b,True,15,0,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,0.670543708158343,,1,15,1back_single_main_no_click,1,,,,None,,,,,,,1566.86161112785,1566.86162996292,,,,,,,670.543708158343,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,0.673543708158343,,2,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,0.676543708158343,,3,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,0.679543708158343,,4,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,0.682543708158343,,5,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,0.685543708158343,,6,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,0.688543708158343,,7,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,0.691543708158343,,8,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,0.694543708158343,,9,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,0.697543708158343,,10,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,0.700543708158343,,11,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,0.703543708158343,,12,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,0.706543708158343,,13,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,0.709543708158343,,14,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,0.712543708158343,,15,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,True,hit,333.930015563965,0.715543708158343,,16,15,1back_single_main_no_click,1,,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,0.718543708158343,,17,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,0.721543708158343,,18,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,0.724543708158343,,19,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,True,hit,384.93013381958,0.727543708158343,,20,15,1back_single_main_no_click,1,,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,0.730543708158343,,21,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,0.733543708158343,,22,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,0.736543708158343,,23,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,0.739543708158343,,24,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,True,hit,305.578947067261,0.742543708158343,,25,15,1back_single_main_no_click,1,,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,0.745543708158343,,26,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,0.748543708158343,,27,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,0.751543708158343,,28,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,0.754543708158343,,29,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,0.757543708158343,,30,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,0.760543708158343,,31,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,True,hit,514.137983322144,0.763543708158343,,32,15,1back_single_main_no_click,1,,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,0.766543708158343,,33,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,0.769543708158343,,34,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,0.772543708158343,,35,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,True,hit,301.115989685059,0.775543708158343,,36,15,1back_single_main_no_click,1,,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,0.778543708158343,,37,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,0.781543708158343,,38,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,0.784543708158343,,39,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,True,hit,402.553081512451,0.787543708158343,,40,15,1back_single_main_no_click,1,,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,0.790543708158343,,41,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,True,hit,302.592039108276,0.793543708158343,,42,15,1back_single_main_no_click,1,,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,0.796543708158343,,43,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,0.799543708158343,,44,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,True,hit,302.606105804443,0.802543708158343,,45,15,1back_single_main_no_click,1,,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,0.805543708158343,,46,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,0.808543708158343,,47,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,True,hit,377.301931381226,0.811543708158343,,48,15,1back_single_main_no_click,1,,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,0.814543708158343,,49,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,0.817543708158343,,50,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,0.820543708158343,,51,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,True,hit,278.218984603882,0.823543708158343,,52,15,1back_single_main_no_click,1,,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,0.826543708158343,,53,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,True,hit,468.021154403687,0.829543708158343,,54,15,1back_single_main_no_click,1,,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
