DisplayImage,corrAns,ishihara_pics.thisRepN,ishihara_pics.thisTrialN,ishihara_pics.thisN,ishihara_pics.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,thisRow.t,notes,Settings.started,Settings.stopped,demographics.started,demographics.stopped,demographic_form.index,demographic_form.itemText,demographic_form.type,demographic_form.font,demographic_form.markerColor,demographic_form.response,demographic_form.rt,education.started,education.stopped,edu_form.index,edu_form.itemText,edu_form.type,edu_form.font,edu_form.markerColor,edu_form.response,edu_form.rt,Ishihara.started,Ishihara.stopped,ishihara_number.text,no_text_blocks_self_paced.started,no_text_blocks_self_paced.stopped,text_blocks_self_paced.started,colour,target,nback_response,nback_RT,duration,text_nr,trial_nr,block_nr,block_name,block_kind,word,global_onset_time,question,button_pressed,chosen_ans,ans_correct,block_nr_exp,n-back_level,text_blocks_self_paced.stopped,text_blocks_paced.started,text_blocks_paced.stopped,no_text_blocks_paced.started,no_text_blocks_paced.stopped,pseudotext.started,pseudotext.stopped,curr_0back_target,RT_per_letter_baseline,participant,testing_mode,date,expName,psychopyVersion,expStart,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,932.6779842376709,text_03,33,3,0back_dual_main_click,0,vorgehen:,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,1484.2422008514404,text_03,34,3,0back_dual_main_click,0,Sie,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,1032.1929454803467,text_03,35,3,0back_dual_main_click,0,wählen,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,1384.0291500091553,text_03,36,3,0back_dual_main_click,0,stabile,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,949.6819972991943,text_03,37,3,0back_dual_main_click,0,Äste,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,True,miss,None,1500,text_03,38,3,0back_dual_main_click,0,aus,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,false alarm,81.48384094238281,1417.409896850586,text_03,39,3,0back_dual_main_click,0,und,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,1500,text_03,40,3,0back_dual_main_click,0,biegen,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,1500,text_03,41,3,0back_dual_main_click,0,"diese,",,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,81.89010620117188,text_03,42,3,0back_dual_main_click,0,ohne,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,True,hit,1334.0871334075928,1500,text_03,43,3,0back_dual_main_click,0,sie,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,True,hit,1149.6798992156982,1500,text_03,44,3,0back_dual_main_click,0,ganz,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,1350.0421047210693,text_03,45,3,0back_dual_main_click,0,zu,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,931.8368434906006,text_03,46,3,0back_dual_main_click,0,brechen.,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,1350.7001399993896,text_03,47,3,0back_dual_main_click,0,So,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,850.5990505218506,text_03,48,3,0back_dual_main_click,0,entsteht,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,699.9571323394775,text_03,49,3,0back_dual_main_click,0,eine,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,882.8990459442139,text_03,50,3,0back_dual_main_click,0,robuste,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,932.2400093078613,text_03,51,3,0back_dual_main_click,0,Grundstruktur.,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,1065.9170150756836,text_03,52,3,0back_dual_main_click,0,Die,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,True,hit,1032.5911045074463,1500,text_03,53,3,0back_dual_main_click,0,Polsterung,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,800.0690937042236,text_03,54,3,0back_dual_main_click,0,der,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,1500,text_03,55,3,0back_dual_main_click,0,Nester,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,348.5419750213623,text_03,56,3,0back_dual_main_click,0,besteht,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,1167.6290035247803,text_03,57,3,0back_dual_main_click,0,aus,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,766.0129070281982,text_03,58,3,0back_dual_main_click,0,dünneren,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,932.8529834747314,text_03,59,3,0back_dual_main_click,0,Ästen,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,949.0988254547119,text_03,60,3,0back_dual_main_click,0,und,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,816.6420459747314,text_03,61,3,0back_dual_main_click,0,macht,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,747.9519844055176,text_03,62,3,0back_dual_main_click,0,das,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,849.621057510376,text_03,63,3,0back_dual_main_click,0,Nest,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,934.6439838409424,text_03,64,3,0back_dual_main_click,0,besonders,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,781.5730571746826,text_03,65,3,0back_dual_main_click,0,bequem.,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,849.545955657959,text_03,66,3,0back_dual_main_click,0,Diese,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,966.6581153869629,text_03,67,3,0back_dual_main_click,0,Bauweise,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,True,hit,1165.7328605651855,1500,text_03,68,3,0back_dual_main_click,0,schützt,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,True,miss,None,782.7608585357666,text_03,69,3,0back_dual_main_click,0,die,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,1500,text_03,70,3,0back_dual_main_click,0,Orang-Utans,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,1500,text_03,71,3,0back_dual_main_click,0,nicht,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,True,hit,1200.819969177246,1500,text_03,72,3,0back_dual_main_click,0,nur,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,966.3751125335693,text_03,73,3,0back_dual_main_click,0,vor,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,765.7039165496826,text_03,74,3,0back_dual_main_click,0,dem,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,1066.4160251617432,text_03,75,3,0back_dual_main_click,0,"Herunterfallen,",,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,898.7679481506348,text_03,76,3,0back_dual_main_click,0,sondern,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,799.6678352355957,text_03,77,3,0back_dual_main_click,0,auch,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,766.4260864257812,text_03,78,3,0back_dual_main_click,0,vor,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,True,hit,1099.797010421753,1500,text_03,79,3,0back_dual_main_click,0,Feinden,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,983.2580089569092,text_03,80,3,0back_dual_main_click,0,und,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,True,hit,1282.3491096496582,1500,text_03,81,3,0back_dual_main_click,0,Parasiten.,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,734.4861030578613,text_03,82,3,0back_dual_main_click,0,So,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,1500,text_03,83,3,0back_dual_main_click,0,schlafen,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,282.059907913208,text_03,84,3,0back_dual_main_click,0,die,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,1366.9531345367432,text_03,85,3,0back_dual_main_click,0,Primaten,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,816.107988357544,text_03,86,3,0back_dual_main_click,0,sicher,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,716.109037399292,text_03,87,3,0back_dual_main_click,0,und,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,882.6401233673096,text_03,88,3,0back_dual_main_click,0,komfortabel,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,799.6280193328857,text_03,89,3,0back_dual_main_click,0,in,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,832.852840423584,text_03,90,3,0back_dual_main_click,0,ihren,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,999.2861747741699,text_03,91,3,0back_dual_main_click,0,Nestern.,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text_03,,,0back_dual_main_click,,,675.3212628364563,Q1,NA,NA,False,4,0,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text_03,,,0back_dual_main_click,,,685.3667709827423,Q2,1,a,True,4,0,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text_03,,,0back_dual_main_click,,,689.6660869121552,Q3,2,b,True,4,0,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695.2665839195251,695.2665939331055,695.3072910308838,695.3073048591614,695.3162519931793,695.3162670135498,695.3333399295807,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,695.3495919704437,,,,,,,,,,,,,,,,,,,,,,,,,695.3336470127106,,,#D292F3,False,correct rejection,None,1500,,1,4,1back_single_training1,1,,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,1500,,2,4,1back_single_training1,1,,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,1500,,3,4,1back_single_training1,1,,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,True,miss,None,1500,,4,4,1back_single_training1,1,,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,false alarm,149.90997314453125,1500,,5,4,1back_single_training1,1,,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,True,miss,None,1500,,6,4,1back_single_training1,1,,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,false alarm,15.877008438110352,1500,,7,4,1back_single_training1,1,,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,1500,,8,4,1back_single_training1,1,,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,1500,,9,4,1back_single_training1,1,,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,1500,,10,4,1back_single_training1,1,,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,True,hit,1117.9919242858887,1500,,11,4,1back_single_training1,1,,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,1500,,12,4,1back_single_training1,1,,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,True,hit,1036.189079284668,1500,,13,4,1back_single_training1,1,,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,1500,,14,4,1back_single_training1,1,,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,1500,,15,4,1back_single_training1,1,,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,1500,,16,4,1back_single_training1,1,,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,1500,,17,4,1back_single_training1,1,,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
